Price,William's %R,Roc,Momentum,RSI,CCI,ADX,TRIX,MACD,OBV,_TSF_,ATR,MFI
311000,-0.0741,103.84,10500,0.7692,77.05,0.6904,0.2,3990.34,149172,313659.34,2464.29,80.39
312000,0,103.48,12500,0.8205,77.93,0.7073,0.2,4026.94,206501,313868.13,2464.29,84.42
313000,-0.0667,103.99,13500,0.8293,106.4,0.7287,0.21,4089.5,290925,313950.55,2500,91.03
313500,-0.0333,102.79,12000,0.8158,130.7,0.7472,0.21,4131.79,348731,314082.42,2428.57,90.92
314500,0,101.29,13500,0.8462,157.58,0.7647,0.21,4197.62,405976,314016.48,2464.29,90.69
309500,-0.7353,99.84,4500,0.6098,88.12,0.7894,0.2,3802.49,-90000,312780.22,3035.71,60.31
314500,-0.5172,101.29,4000,0.6,92.19,0.8109,0.2,3848.45,56349,313791.21,3142.86,57.32
313500,-0.5862,101.79,3500,0.5854,78.7,0.8295,0.19,3760.82,-21671,314296.7,3107.14,52.34
310500,-0.7931,100.65,0,0.5,2.94,0.8056,0.19,3410,-95209,313917.58,3178.57,45.47
311500,-0.7241,100.65,3500,0.5814,-19.49,0.7726,0.18,3176.04,-27424,313384.62,3142.86,46.13
312000,-0.6897,100.65,3500,0.5814,-0.63,0.7441,0.16,2996.44,-3676,312967.03,3142.86,48.51
312000,-0.6897,100.48,2500,0.561,6.59,0.7269,0.15,2821.58,-3676,312609.89,3178.57,48.87
310500,-0.7931,99.84,500,0.5116,-76.19,0.6727,0.14,2532.76,-64191,311829.67,3321.43,45.09
309500,-0.8621,99.2,-1000,0.4773,-148.84,0.614,0.13,2197.85,-123843,310835.16,3321.43,41.02
309500,-0.8621,98.88,-1500,0.4651,-148.07,0.5517,0.11,1910.41,-123843,309961.54,3321.43,36.11
311000,-0.7586,99.2,-1000,0.4773,-96.73,0.5062,0.1,1783.09,-62647,309741.76,3357.14,36.29
311500,-0.7241,99.05,-1500,0.4651,-36.3,0.4823,0.09,1702.9,-20853,309873.63,3285.71,34.11
311000,-0.7586,100.48,-2500,0.4419,-38.65,0.4616,0.08,1580.79,-70180,310000,3321.43,29.7
311000,-0.7586,98.89,-3500,0.4146,-40.58,0.4437,0.07,1467.1,-70180,310384.62,3250,25.29
311000,-0.5714,99.2,1500,0.5484,-91.17,0.4304,0.06,1361.31,-70180,310005.49,2678.57,32.74
312000,-0.3529,100.48,-2500,0.3913,76.92,0.3897,0.05,1342.68,29681,310741.76,2428.57,29.25
311000,-0.4375,99.84,-2500,0.3913,38.37,0.3544,0.05,1233.01,-27471,311098.9,2392.86,27.52
311000,-0.4375,99.68,500,0.5294,7.73,0.3238,0.04,1133.04,-27471,311010.99,2250,28.5
311000,-0.4375,99.68,-500,0.4667,25.78,0.2973,0.04,1041.8,-27471,311082.42,2142.86,33.09
312000,-0.3125,100.48,0,0.5,66.29,0.2744,0.03,1038.22,1288,311543.96,2142.86,33.46
312000,-0.3125,100.81,0,0.5,109.16,0.2395,0.03,1023.58,1288,312005.49,2071.43,32.37
313000,-0.1875,101.13,2500,0.6667,166.67,0.2311,0.03,1080.22,32801,312489.01,1964.29,37.14
313000,-0.1875,100.64,3500,0.7692,154.8,0.2239,0.03,1112.28,32801,312714.29,1928.57,44.41
313000,-0.1875,100.48,3500,0.7692,105,0.2003,0.03,1124.73,32801,312824.18,1892.86,46.22
312000,-0.3125,100.32,1000,0.5833,60.76,0.1798,0.03,1041.89,-10136,312796.7,1821.43,39.74
312000,-0.3125,100.32,500,0.5455,52.38,0.162,0.03,965.12,-10136,312824.18,1785.71,36.48
313000,-0.1875,100.64,2000,0.6667,75,0.1466,0.03,973.74,30136,313032.97,1750,42.2
313500,-0.125,100.48,2500,0.6923,138.36,0.1542,0.03,1009.28,74775,313318.68,1785.71,48.24
314500,-0.3077,101.13,3500,0.7333,158.11,0.1607,0.04,1105.4,270339,313807.69,1750,76.1
315000,-0.25,101.29,3000,0.7143,183.59,0.1664,0.04,1208,351044,314500,1571.43,75.49
320500,-0.1304,103.05,9500,0.913,321.38,0.2527,0.05,1713.36,499939,316489.01,1892.86,85.33
318500,-0.3043,102.08,7500,0.7778,198.66,0.3275,0.06,1930.23,430104,317593.41,2035.71,82.22
316500,-0.4783,101.44,5500,0.6774,103.61,0.3463,0.07,1918.6,364035,317879.12,2214.29,75.36
314000,-0.6957,100.32,2000,0.5588,20.81,0.3272,0.07,1688.19,317228,317445.05,2321.43,70.63
316500,-0.4783,101.12,4500,0.6154,46.92,0.3176,0.07,1687.86,352622,317659.34,2464.29,70.98
317000,-0.4348,101.28,4000,0.6053,65.18,0.3162,0.08,1708.26,378293,318043.96,2500,70.8
317500,-0.3913,101.76,4500,0.6154,87.74,0.3329,0.08,1744.66,434830,318439.56,2571.43,70.56
319000,-0.2609,102.24,6000,0.6429,105.93,0.361,0.08,1872.95,509567,319115.38,2714.29,75.68
320000,-0.1739,102.24,8000,0.6905,104.97,0.3854,0.09,2031.89,561370,319703.3,2750,80.46
319500,-0.2174,101.91,7500,0.6744,93.49,0.4065,0.09,2093.38,509192,319884.62,2750,80.46
321500,-0.0435,102.23,8500,0.6889,124.71,0.4414,0.1,2277.24,587418,320565.93,2857.14,81.25
322000,0,102.22,8500,0.6889,138.34,0.4716,0.1,2435.23,629190,321197.8,2857.14,81.22
324500,-0.0833,101.25,10000,0.7083,150.54,0.515,0.11,2730.68,809503,322439.56,2892.86,81.03
319000,-0.5652,100.16,4000,0.569,59.89,0.5254,0.12,2492.3,714041,321868.13,3214.29,71.49
316500,-0.7826,100,-4000,0.4231,-60.83,0.482,0.11,2077.7,603026,321417.58,2964.29,58.51
317000,-0.7391,100.96,-1500,0.4694,-62.79,0.4444,0.1,1769.08,650640,320890.11,2857.14,59.95
315000,-0.913,99.53,-1500,0.4694,-88.15,0.3933,0.09,1347.58,572603,319489.01,2821.43,59.2
314000,-0.92,99.05,0,0.5,-134.41,0.3564,0.08,922.21,509870,317412.09,2785.71,58.22
312500,-0.963,98.43,-4000,0.4091,-148.77,0.3379,0.06,458.78,448213,315346.15,2714.29,53.06
319000,-0.4815,100,2000,0.5357,-43.02,0.3283,0.05,608.99,507363,315357.14,3071.43,54.62
319000,-0.4815,99.69,1500,0.5273,14.75,0.3281,0.04,719.73,507363,315390.11,3107.14,54.46
318500,-0.5185,99.69,-500,0.4906,-2,0.3198,0.03,758.4,464070,315494.51,3035.71,48.49
319000,-0.4815,99.22,-1000,0.4808,26.94,0.3221,0.03,819.94,508424,315934.07,3035.71,48.08
315500,-0.7407,97.98,-4000,0.431,-42,0.2841,0.03,579.62,428212,315318.68,3250,44.38
315000,-0.7778,97.07,-6500,0.3818,-78,0.2669,0.02,344.83,351471,315043.96,3250,36.89
314000,-0.8519,98.43,-8000,0.3571,-94.61,0.2519,0.01,77.19,288661,314785.71,3285.71,32.19
310500,-0.6667,98.1,-14000,0.2586,-222.21,0.2988,0,-412.59,-14539,314230.77,3571.43,13.42
310500,-0.5758,97.95,-8500,0.3191,-123.67,0.3122,-0.02,-791.62,-14539,313170.33,3464.29,22.02
311000,-0.5455,98.73,-5500,0.3721,-113.18,0.3239,-0.03,-1039.67,41584,312093.41,3428.57,23.12
312500,-0.4545,99.52,-4500,0.4,-71.35,0.3221,-0.05,-1102.51,108104,311714.29,3500,28.51
311500,-0.5152,99.68,-3500,0.4186,-62.32,0.3206,-0.06,-1218.95,69999,310846.15,3428.57,30.6
311000,-0.5455,97.49,-3000,0.4286,-64.54,0.323,-0.07,-1336.17,32445,309774.73,3428.57,31.35
310500,-0.5758,97.34,-2000,0.45,-68.18,0.325,-0.07,-1452.67,12866,308395.6,3357.14,32.67
310000,-0.6061,97.33,-9000,0.1786,-65.87,0.3268,-0.08,-1567.27,-5986,308082.42,2892.86,27.85
314500,-0.3333,98.59,-4500,0.3784,3.88,0.2975,-0.08,-1280.23,77049,309351.65,3035.71,29.97
312500,-0.4545,99.05,-6000,0.35,11.08,0.2721,-0.08,-1200.29,16206,310109.89,3107.14,29.47
313000,-0.3871,99.37,-6000,0.35,37.89,0.25,-0.08,-1084.1,62581,311296.7,3142.86,29.55
313000,-0.24,99.68,-2500,0.4242,63.69,0.2309,-0.07,-980.71,62581,312065.93,2964.29,35.62
313500,-0.0909,100.97,-1500,0.4545,90.25,0.2144,-0.07,-848.64,106746,312972.53,2857.14,41.53
313500,-0.0909,100.97,-500,0.4839,94.93,0.2,-0.06,-735.5,106746,313752.75,2785.71,44.49
312500,-0.2857,100.48,2000,0.5769,-23.05,0.2389,-0.06,-718.25,-40624,313648.35,2535.71,53.74
310000,-0.6429,99.2,-500,0.4839,-80.61,0.2726,-0.05,-895.98,-116883,312763.74,2428.57,41.2
311500,-0.4286,100,500,0.5152,-55.77,0.3019,-0.05,-905.35,-73569,312412.09,2464.29,48.17
311500,-0.4286,100.16,-1000,0.4667,-5.98,0.3143,-0.05,-902.38,-73569,312307.69,2392.86,46.13
311500,-0.4286,100.32,0,0.5,-17.37,0.3251,-0.05,-889.77,-73569,312060.44,2357.14,44
311500,-0.4286,100.48,500,0.5185,-31.11,0.3344,-0.05,-869.75,-73569,311725.27,2285.71,44.84
313000,-0.2143,99.52,2500,0.5862,37.04,0.2998,-0.04,-724.49,-36952,311714.29,2357.14,48.96
313500,-0.1429,100.32,3500,0.6207,74.16,0.2615,-0.04,-562.55,2682,311675.82,2428.57,53.02
314000,-0.0714,100.32,-500,0.4762,101.71,0.2396,-0.03,-389.37,38785,312456.04,2214.29,49.77
313000,-0.2143,100,500,0.5263,61.23,0.2078,-0.03,-329.02,6627,312615.38,2142.86,51.97
313500,-0.1429,100,500,0.5263,68.16,0.1803,-0.02,-238.11,31300,312989.01,2071.43,50.3
312500,-0.2857,99.68,-500,0.4762,25.38,0.1822,-0.02,-243.94,-16329,313060.44,2107.14,42.44
312500,-0.2857,100,-1000,0.45,7.87,0.1838,-0.01,-245.72,-16329,313236.26,2107.14,36.07
311500,-0.4286,100.48,-2000,0.4091,-56,0.1975,-0.01,-324.1,-62776,313159.34,2178.57,33.53
308000,-0.8667,98.88,-4500,0.3333,-205.8,0.2609,-0.02,-661.01,-222995,311972.53,2000,32.96
305000,-0.8636,97.91,-5000,0.3214,-275.76,0.3301,-0.03,-1156.75,-374597,309637.36,2107.14,29.74
305500,-0.8182,98.07,-6000,0.2692,-195.65,0.3901,-0.04,-1492.09,-321642,307873.63,1964.29,23.65
304500,-0.9091,97.75,-7000,0.25,-145.98,0.4421,-0.05,-1817.58,-380949,306021.98,2000,17.89
304500,-0.9091,97.28,-7000,0.25,-121.21,0.4872,-0.07,-2051.89,-380949,304401.1,1964.29,17.89
304000,-0.9545,96.97,-7500,0.2414,-103.39,0.5262,-0.08,-2251.96,-408379,302868.13,1928.57,17.83
304000,-0.9545,96.82,-9000,0.1538,-87.5,0.5601,-0.1,-2383.05,-408379,301846.15,1821.43,13.73
304000,-0.9545,97.12,-9500,0.12,-76.28,0.5894,-0.11,-2458.6,-408379,301208.79,1750,8.79
306500,-0.7273,97.77,-7500,0.2414,-42.63,0.5225,-0.11,-2290.35,-332028,301686.81,1892.86,13.57
305000,-0.8571,97.6,-8000,0.2333,-33.03,0.4531,-0.11,-2252.08,-384437,301807.69,1928.57,20.05
305000,-0.8571,97.6,-8500,0.2069,-41.57,0.404,-0.12,-2196.43,-384437,302280.22,1964.29,16.51
305500,-0.7895,98.07,-7000,0.25,-31.22,0.3615,-0.11,-2087.92,-337963,303000,1857.14,22.53
304500,-0.875,98.86,-8000,0.2333,-46.42,0.3373,-0.11,-2058.87,-412772,303664.84,1857.14,21.37
305000,-0.8,100,-6500,0.2759,-23.33,0.3163,-0.11,-1972.77,-378743,304560.44,1821.43,25.94
308000,-0.4375,100.82,0,0.5,318.89,0.3511,-0.1,-1643.52,-81472,305912.09,1964.29,53.91
306000,-0.6875,100.49,1000,0.5385,65.29,0.3347,-0.1,-1526.37,-211771,306164.84,1892.86,55.14
306000,-0.6875,100.49,500,0.52,79.86,0.3204,-0.09,-1417.19,-211771,306472.53,2000,61.97
305000,-0.8125,100.33,500,0.52,-15.56,0.2989,-0.08,-1395.27,-288029,306302.2,1928.57,60.88
307000,-0.5625,100.99,2500,0.5862,66.8,0.2985,-0.07,-1202.66,-180654,306686.81,2071.43,66.85
308500,-0.375,101.48,4500,0.6452,166.9,0.3128,-0.06,-918.38,-111837,307329.67,2178.57,70.66
308500,-0.375,100.65,4500,0.6452,141.19,0.3253,-0.05,-685.19,-111837,307824.18,2178.57,71.52
308000,-0.4375,100.98,4000,0.625,99.18,0.3238,-0.04,-534.57,-162934,308027.47,2214.29,68.37
306500,-0.6667,100.49,0,0.5,41.3,0.2996,-0.03,-530.13,-206016,308109.89,2107.14,63.63
307000,-0.6,100.49,2000,0.5714,26.69,0.2787,-0.03,-480.73,-174457,308071.43,2000,60.11
306500,-0.6667,100.66,1500,0.5517,1.48,0.2483,-0.02,-476.43,-223187,307824.18,2000,59.47
306000,-0.7333,100.33,500,0.5172,-25.23,0.222,-0.02,-507.51,-275773,307472.53,2035.71,55.04
305500,-0.8,99.19,1000,0.5357,-87.09,0.2196,-0.02,-565.97,-365777,306785.71,2107.14,54.3
307000,-0.6,100.33,2000,0.5667,7.41,0.2038,-0.02,-485.66,-84593,306582.42,2178.57,62.43
306000,-0.5455,100,-2000,0.4231,-61.95,0.239,-0.01,-496.98,-219834,306554.95,2071.43,46.42
305500,-0.6364,100.16,-500,0.4783,-61.95,0.2695,-0.01,-540.07,-283301,306098.9,1964.29,51.91
304000,-0.8333,99.02,-2000,0.4231,-164.91,0.3128,-0.02,-687.34,-368947,305230.77,1964.29,44.46
304000,-0.8333,98.54,-1000,0.4583,-159.35,0.3502,-0.02,-794.88,-368947,304252.75,1964.29,46.06
304500,-0.75,98.7,-2500,0.381,-120.57,0.3827,-0.02,-830.2,-355601,303802.2,1785.71,40.84
303500,-0.9091,98.54,-5000,0.25,-134.01,0.4192,-0.03,-928.17,-401952,303412.09,1750,34.54
304000,-0.8182,99.18,-4500,0.2857,-96.39,0.4508,-0.03,-954.48,-377633,303329.67,1785.71,33.94
303500,-0.9091,98.86,-4500,0.2857,-90.37,0.4782,-0.04,-1004.09,-396442,303164.84,1785.71,35.17
304000,-0.8182,99.18,-2500,0.3684,-69.42,0.502,-0.04,-991.63,-372910,303027.47,1714.29,38.58
304500,-0.7273,99.51,-2500,0.3684,-33.23,0.4961,-0.04,-930.69,-348506,303203.3,1714.29,41.66
305000,-0.6364,99.84,-1500,0.4211,17.95,0.4488,-0.04,-832.44,-314760,303516.48,1714.29,46.28
305000,-0.6364,99.35,-1000,0.4444,1.97,0.4205,-0.04,-745.99,-314760,303791.21,1750,47.06
305500,-0.5455,99.84,0,0.5,32.61,0.3961,-0.04,-629.86,-272817,304153.85,1678.57,55.08
305000,-0.6364,99.84,-2000,0.375,38.67,0.3748,-0.03,-571.59,-290905,304637.36,1607.14,29.75
315000,-0.0769,103.62,9000,0.7647,415.89,0.4235,-0.02,278.3,105769,307868.13,2035.71,69.89
310000,-0.4615,101.97,4500,0.6047,209.92,0.4657,0,542.13,-26592,309285.71,2250,59.92
312500,-0.2692,102.63,8500,0.6889,149.79,0.5023,0.02,942.1,52354,311005.49,2250,68.78
313500,-0.1923,103.29,9500,0.7021,131.42,0.5389,0.04,1324.49,143328,312730.77,2392.86,74.31
313500,-0.1923,103.13,9000,0.6957,113.04,0.5707,0.05,1609,143328,314230.77,2464.29,75.14
314000,-0.16,103.46,10500,0.7333,90.75,0.5841,0.07,1853.45,183997,315401.1,2464.29,75.46
316000,0,103.95,12000,0.75,99.81,0.6052,0.09,2183.39,266855,316884.62,2571.43,76.84
316000,-0.1071,103.78,12500,0.766,102.98,0.6289,0.11,2417.01,266855,317884.62,2642.86,79.93
316000,-0.1111,103.61,12000,0.7609,86.35,0.6359,0.12,2572.51,266855,318560.44,2678.57,75.94
316000,-0.1111,103.61,11500,0.7556,81.2,0.6419,0.13,2665.01,266855,318928.57,2714.29,75.44
311500,-0.4444,101.96,6500,0.6226,19.19,0.5626,0.13,2348.15,168542,317719.78,2964.29,68.61
308000,-0.7308,100.98,3000,0.55,-94.14,0.5364,0.13,1793.93,5851,315296.7,3357.14,62.26
309500,-0.64,98.25,4000,0.5645,-97.06,0.5138,0.12,1458.92,93829,313291.21,3464.29,63.52
307500,-0.8,99.19,2500,0.5385,-159.23,0.4941,0.1,1020.29,25104,310494.51,3571.43,61.29
309000,-0.68,98.88,-6000,0.375,-92.17,0.4406,0.09,784.66,218188,309802.2,3285.71,54.75
311000,-0.52,99.2,1000,0.5238,-66.36,0.3942,0.07,750.65,323491,309000,3250,64.77
314500,-0.24,100.32,2000,0.5455,24.91,0.3828,0.07,994.65,435856,309604.4,3357.14,65.75
312500,-0.4,99.52,-1000,0.4783,24.15,0.3796,0.06,1014.94,338002,309747.25,3428.57,63
311000,-0.52,98.42,-2500,0.449,-14.6,0.3628,0.06,899.62,290423,309494.51,3535.71,58.88
312000,-0.44,98.73,-2000,0.46,-3.44,0.3483,0.05,878.78,317587,309697.8,3571.43,62.02
313500,-0.32,99.21,-2500,0.449,32.81,0.349,0.05,972.1,359849,310747.25,3607.14,60.57
313500,-0.2609,99.21,-2500,0.449,55.84,0.3497,0.05,1034.14,359849,311879.12,3571.43,57.97
312000,-0.3913,100.16,-4000,0.4231,35.6,0.331,0.05,951.3,332287,312664.84,3607.14,59.42
314000,-0.1818,101.95,-2000,0.4643,67.26,0.3149,0.05,1035.1,366470,314153.85,3642.86,60.78
315000,-0.0909,101.78,3500,0.5714,103.88,0.3193,0.05,1168.73,432473,315203.3,3428.57,69.43
314500,-0.1429,102.28,6500,0.6512,91.11,0.3232,0.05,1220.22,374431,315379.12,3071.43,77.4
315500,-0.0476,102.1,6000,0.6429,105.73,0.3265,0.05,1326.43,430534,315890.11,2964.29,76.6
315000,-0.0952,101.29,7500,0.6923,99.06,0.3294,0.06,1354.64,385684,315708.79,2857.14,78.65
316000,-0.24,100.48,7000,0.6842,128.57,0.3713,0.06,1441.08,554652,315829.67,2857.14,78.13
316500,-0.2941,101.28,5500,0.6571,119.92,0.4076,0.06,1532.26,630763,316214.29,2714.29,77.37
316000,-0.3529,101.61,1500,0.5517,135.85,0.45,0.07,1546.35,518088,316890.11,2678.57,77.41
312000,-0.7,100,-500,0.4848,-84.52,0.3957,0.06,1220.68,371976,316021.98,2857.14,65.34
313500,-0.55,100,2500,0.5758,-52.43,0.3485,0.06,1071.28,443343,315335.16,2857.14,71.15
312500,-0.65,99.68,500,0.5152,-77.55,0.3077,0.05,862.24,406500,314456.04,2857.14,67.64
312000,-0.7,100,-1500,0.4516,-140.06,0.3048,0.05,648.75,345597,313681.32,2928.57,62.1
310500,-0.85,98.89,-3000,0.4118,-145.83,0.3023,0.04,354.44,292521,312527.47,3035.71,58.01
309500,-0.8636,98.25,-2500,0.4242,-156.46,0.3098,0.02,40.04,232317,310923.08,3107.14,56.24
306000,-0.963,97.3,-8000,0.2778,-186.16,0.3357,0.01,-485.94,143678,308752.75,3250,50.44
304500,-0.9667,96.51,-10500,0.2162,-173.45,0.3671,-0.01,-1012.16,61302,306593.41,3392.86,43.85
305000,-0.8485,96.83,-9500,0.2432,-149.32,0.4021,-0.04,-1373.01,174992,304835.16,3535.71,41.89
308000,-0.6667,97.47,-7500,0.3171,-87.83,0.403,-0.05,-1400.77,238900,304423.08,3714.29,42.19
305500,-0.8182,96.52,-9500,0.2889,-97.01,0.4039,-0.07,-1605.99,193306,303456.04,3857.14,42.22
311000,-0.4848,98.42,-5000,0.4074,13.84,0.3874,-0.07,-1309.72,384175,304549.45,3928.57,43.14
311500,-0.4545,99.84,-5000,0.4074,20.14,0.3732,-0.07,-1022.79,469868,306038.46,4035.71,36.45
311500,-0.3333,99.36,-4500,0.4151,54.29,0.3608,-0.07,-786.33,469868,307604.4,3892.86,33
309500,-0.4167,99.04,-2500,0.449,20.09,0.329,-0.06,-751.65,432764,308043.96,3571.43,36.5
309500,-0.3913,99.2,-4000,0.413,23.74,0.3015,-0.06,-715.92,432764,308829.67,3500,30.83
310500,-0.2727,100,-2000,0.4565,46.59,0.2776,-0.05,-599.99,448618,309857.14,3464.29,33.13
311500,-0.1818,100.65,-500,0.4894,78.15,0.27,-0.05,-422.56,480543,311148.35,3285.71,37.54
312000,-0.1364,101.96,1500,0.5333,88.09,0.2698,-0.04,-238.84,507723,312335.16,3178.57,41.56
314000,0,103.12,4500,0.5957,111.3,0.2866,-0.03,67.36,569217,313868.13,3142.86,48.21
313500,-0.0833,102.79,7500,0.6829,114.1,0.3062,-0.02,266.62,520006,314494.51,2964.29,55.9
314000,-0.0417,101.95,9500,0.7436,108.93,0.3103,0,459.57,558771,314752.75,2821.43,61.55
313000,-0.15,102.45,8000,0.7,87.67,0.3138,0.01,525.74,508754,314500,2642.86,66.63
313500,-0.1111,100.8,5500,0.6571,72.79,0.3022,0.01,611.47,561660,314653.85,2500,58.89
312500,-0.3077,100.32,7000,0.7188,38.38,0.2921,0.02,591.9,514877,313901.1,2392.86,58.71
314500,-0.1333,100.96,3500,0.64,73.2,0.3243,0.03,729.37,652273,314456.04,2214.29,55.53
317000,-0.1111,102.42,5500,0.6897,184.92,0.3694,0.04,1028.19,749590,315697.8,2214.29,68.73
319000,-0.0476,103.07,7500,0.7273,222.18,0.4157,0.05,1410.13,858181,317329.67,2285.71,71.17
317500,-0.1905,102.25,8000,0.75,168.81,0.4559,0.06,1573.65,805393,317934.07,2285.71,69.59
318000,-0.15,102.09,8500,0.7576,128.86,0.4906,0.07,1723.72,832128,318417.58,2214.29,72.34
317000,-0.2632,101.6,6500,0.697,81.96,0.4885,0.08,1741.87,808183,318510.99,2214.29,69.39
318000,-0.1579,101.27,6500,0.697,76.93,0.4866,0.09,1816.02,829159,318851.65,2214.29,68.96
317000,-0.2632,101.12,5000,0.6471,56.98,0.4849,0.09,1773.64,804803,318780.22,2214.29,65.48
317000,-0.2632,100.96,3000,0.6,49.59,0.4835,0.09,1720.23,804803,318895.6,2142.86,62.3
317500,-0.2105,101.44,4000,0.6333,53.72,0.4823,0.09,1698.66,840678,318967.03,2107.14,61.56
318500,-0.1053,101.59,4500,0.6452,64.58,0.4901,0.09,1742.18,875253,319280.22,2071.43,63.51
319000,-0.0526,102.08,6000,0.7,84.1,0.5046,0.1,1796.31,936160,319412.09,2035.71,71.25
319500,-0.05,101.59,6000,0.7,115.61,0.5293,0.1,1858.13,1015463,319576.92,2035.71,79.59
320000,0,100.95,7500,0.7586,156.59,0.5507,0.1,1925.28,1055649,319510.99,2000,85.86
